ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
RWA,Gikongoro,1048482,Total fertility rate 15-49,5.7,1,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_TFR,11763080.0,I,442015.0,1442015.0,Region,..Gikongoro,0,,0.0,1.0,FEFRTRWTFR,RWDHS1992442015,1992,DHS,,,,,
RWA,Kibuye/Ruhengeri/Gisenyi,2062636,Total fertility rate 15-49,7.2,1,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_TFR,11763080.0,I,442016.0,1442016.0,Region,Kibuye/Ruhengeri/Gisenyi,0,,0.0,1.0,FEFRTRWTFR,RWDHS1992442016,1992,DHS,,,,,1.0
RWA,Kibuye,1054688,Total fertility rate 15-49,6.8,1,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_TFR,11763080.0,I,442017.0,1442017.0,Region,..Kibuye,0,,0.0,1.0,FEFRTRWTFR,RWDHS1992442017,1992,DHS,,,,,
RWA,Ruhengeri,6939481,Total fertility rate 15-49,6.7,1,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_TFR,11763080.0,I,442018.0,1442018.0,Region,..Ruhengeri,0,,0.0,1.0,FEFRTRWTFR,RWDHS1992442018,1992,DHS,,,,,
RWA,Gisenyi,4275327,Total fertility rate 15-49,7.8,1,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_TFR,11763080.0,I,442019.0,1442019.0,Region,..Gisenyi,0,,0.0,1.0,FEFRTRWTFR,RWDHS1992442019,1992,DHS,,,,,
RWA,Kigali Prefecture 1992,1054687,Total fertility rate 15-49,5.9,1,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_TFR,11763080.0,I,442020.0,1442020.0,Region,Kigali Prefecture 1992,0,,0.0,1.0,FEFRTRWTFR,RWDHS1992442020,1992,DHS,,,,,1.0
RWA,Butare/Gitarama,1042057,General fertility rate,167,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442006.0,1442006.0,Region,Butare/Gitarama,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442006,1992,DHS,,,,,1.0
RWA,Butare,1054408,General fertility rate,155,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442007.0,1442007.0,Region,..Butare,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442007,1992,DHS,,,,,
RWA,Gitarama,7453108,General fertility rate,179,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442008.0,1442008.0,Region,..Gitarama,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442008,1992,DHS,,,,,
RWA,Byumba/Kibungo,1054393,General fertility rate,217,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442009.0,1442009.0,Region,Byumba/Kibungo,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442009,1992,DHS,,,,,1.0
RWA,Byumba,1042046,General fertility rate,206,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442010.0,1442010.0,Region,..Byumba,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442010,1992,DHS,,,,,
RWA,Kibungo,1054397,General fertility rate,227,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442011.0,1442011.0,Region,..Kibungo,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442011,1992,DHS,,,,,
RWA,Cyangugu/Ginkongoro,1048499,General fertility rate,200,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442013.0,1442013.0,Region,Cyangugu/Ginkongoro,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442013,1992,DHS,,,,,1.0
RWA,Cyangugu,1042067,General fertility rate,225,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442014.0,1442014.0,Region,..Cyangugu,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442014,1992,DHS,,,,,
RWA,Gikongoro,1048486,General fertility rate,177,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442015.0,1442015.0,Region,..Gikongoro,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442015,1992,DHS,,,,,
RWA,Kibuye/Ruhengeri/Gisenyi,2062641,General fertility rate,222,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442016.0,1442016.0,Region,Kibuye/Ruhengeri/Gisenyi,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442016,1992,DHS,,,,,1.0
RWA,Kibuye,1054683,General fertility rate,200,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442017.0,1442017.0,Region,..Kibuye,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442017,1992,DHS,,,,,
RWA,Ruhengeri,6939472,General fertility rate,211,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442018.0,1442018.0,Region,..Ruhengeri,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442018,1992,DHS,,,,,
RWA,Gisenyi,4275329,General fertility rate,248,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442019.0,1442019.0,Region,..Gisenyi,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442019,1992,DHS,,,,,
RWA,Kigali Prefecture 1992,1054681,General fertility rate,184,0,RW,Rwanda,1992,RW1992DHS,FE_FRTR_W_GFR,11763100.0,I,442020.0,1442020.0,Region,Kigali Prefecture 1992,0,,0.0,1.0,FEFRTRWGFR,RWDHS1992442020,1992,DHS,,,,,1.0
RWA,Butare/Gitarama,1042374,Median age at first birth for women age 25-49,21.7,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442006.0,1442006.0,Region,Butare/Gitarama,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442006,1992,DHS,,,,,1.0
RWA,Butare,2194628,Median age at first birth for women age 25-49,22.1,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442007.0,1442007.0,Region,..Butare,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442007,1992,DHS,,,,,
RWA,Gitarama,7453089,Median age at first birth for women age 25-49,21.4,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442008.0,1442008.0,Region,..Gitarama,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442008,1992,DHS,,,,,
RWA,Byumba/Kibungo,2194656,Median age at first birth for women age 25-49,21.2,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442009.0,1442009.0,Region,Byumba/Kibungo,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442009,1992,DHS,,,,,1.0
RWA,Byumba,1042421,Median age at first birth for women age 25-49,21.3,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442010.0,1442010.0,Region,..Byumba,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442010,1992,DHS,,,,,
RWA,Kibungo,2194690,Median age at first birth for women age 25-49,21.1,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442011.0,1442011.0,Region,..Kibungo,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442011,1992,DHS,,,,,
RWA,Cyangugu/Ginkongoro,1048815,Median age at first birth for women age 25-49,21.7,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442013.0,1442013.0,Region,Cyangugu/Ginkongoro,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442013,1992,DHS,,,,,1.0
RWA,Cyangugu,1042394,Median age at first birth for women age 25-49,20.8,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442014.0,1442014.0,Region,..Cyangugu,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442014,1992,DHS,,,,,
RWA,Gikongoro,1048752,Median age at first birth for women age 25-49,22.7,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442015.0,1442015.0,Region,..Gikongoro,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442015,1992,DHS,,,,,
RWA,Kibuye/Ruhengeri/Gisenyi,2062613,Median age at first birth for women age 25-49,21.2,1,RW,Rwanda,1992,RW1992DHS,FE_AAFB_W_M2B,12103080.0,I,442016.0,1442016.0,Region,Kibuye/Ruhengeri/Gisenyi,0,,0.0,1.0,FEAAFBWM2B,RWDHS1992442016,1992,DHS,,,,,1.0
